"OBJECTID","SOURCE_SYSTEM_TYPE","SOURCE_SYSTEM","NWCG_REPORTING_UNIT_NAME","SOURCE_REPORTING_UNIT_NAME","FIRE_YEAR","Month","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","NWCG_CAUSE_AGE_CATEGORY","CONT_TIME","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE","FIPS_NAME"
34790,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Natural","Natural","",1800,98,"C",37.60833333,-80.04166667,"USFS","VA","Botetourt County"
34791,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Natural","Natural","",1700,595,"E",37.99861111,-79.65111111,"USFS","VA","Botetourt County"
35152,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Railroad operations and maintenance","",1600,22,"C",37.75694444,-80.19694444,"USFS","VA","Alleghany County"
35535,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Natural","Natural","",2000,1,"B",37.78361111,-79.26166667,"USFS","VA","Rockbridge County"
35536,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Natural","Natural","",1300,0.01,"A",37.53416667,-79.59444444,"USFS","VA","Botetourt County"
35537,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Missing data/not specified/undetermined","",2045,3,"B",37.61805556,-79.41944444,"STATE OR PRIVATE","VA","Amherst County"
35538,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Equipment and vehicle use","",1830,0.01,"A",37.54333333,-79.585,"USFS","VA","Botetourt County"
35541,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Natural","Natural","",1700,6.3,"B",37.85888889,-79.19694444,"USFS","VA","Rockbridge County"
35852,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Missing data/not specified/undetermined","",1200,0.06,"A",37.29222222,-80.4625,"USFS","VA","Montgomery County"
36425,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Natural","Natural","",1800,1,"B",37.75972222,-79.31,"USFS","VA","Rockbridge County"
36550,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Smoking","",1800,0.11,"A",37.17416667,-81.1175,"STATE OR PRIVATE","VA","Bland County"
37772,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Arson/incendiarism","",1900,2,"B",37.11194444,-81.21,"USFS","VA","Bland County"
37775,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Arson/incendiarism","",1900,87,"C",37.57833333,-80.11388889,"USFS","VA","Craig County"
37796,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Fireworks","Minor",1800,149.2,"D",37.31,-80.31638889,"STATE OR PRIVATE","VA","Craig County"
37797,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Debris and open burning","",1200,50,"C",37.30944444,-80.31444444,"STATE OR PRIVATE","VA","Montgomery County"
37798,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Recreation and ceremony","",1800,1.9,"B",37.60944444,-79.93055556,"USFS","VA","Craig County"
37799,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Arson/incendiarism","",1200,46,"C",37.18333333,-81.19027778,"STATE OR PRIVATE","VA","Bland County"
37800,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Arson/incendiarism","",900,0.5,"B",37.18305556,-81.19027778,"USFS","VA","Bland County"
40226,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Recreation and ceremony","",1700,0.1,"A",37.77111111,-79.82583333,"USFS","VA","Botetourt County"
41838,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"July","Human","Equipment and vehicle use","",1432,1,"B",38.89638889,-78.74083333,"USFS","VA","Shenandoah County"
103206,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Recreation and ceremony","",1330,0.1,"A",38.80166667,-78.5,"USFS","VA","Shenandoah County"
103207,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Smoking","",1330,2,"B",38.90833333,-78.31833333,"USFS","VA","Shenandoah County"
103208,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Missing data/not specified/undetermined","",1800,1.1,"B",37.71666667,-80.2,"MISSING/NOT SPECIFIED","VA","Alleghany County"
103209,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",1700,11,"C",36.87666667,-82.77666667,"USFS","VA","Wise County"
103210,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Debris and open burning","",1800,136,"D",37.03,-81.49666667,"STATE OR PRIVATE","VA","Tazewell County"
103211,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Missing data/not specified/undetermined","",900,25,"C",37.19166667,-80.89333333,"USFS","VA","Giles County"
103212,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Power generation/transmission/distribution","",1830,0.1,"A",37.425,-80.505,"USFS","VA","Giles County"
103294,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Equipment and vehicle use","",1300,3,"B",38.61833333,-78.95,"USFS","VA","Rockingham County"
103618,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",900,11.4,"C",37.33333333,-80.33333333,"USFS","VA","Montgomery County"
104776,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Power generation/transmission/distribution","",1330,3,"B",37.85333333,-79.03666667,"STATE OR PRIVATE","VA","Nelson County"
104777,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Smoking","",1800,0.3,"B",37.38666667,-79.86833333,"USFS","VA","Botetourt County"
104778,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",1800,3,"B",37.1,-81.2,"USFS","VA","Bland County"
104780,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Debris and open burning","",100,400,"E",38.03666667,-78.885,"MISSING/NOT SPECIFIED","VA","Augusta County"
104781,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Fireworks","",2145,2,"B",37.92833333,-79.15,"USFS","VA","Augusta County"
104782,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",2000,1,"B",36.76166667,-82.87666667,"USFS","VA","Lee County"
104783,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",1400,0.3,"B",38.125,-79.35833333,"USFS","VA","Augusta County"
104784,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",1300,0.1,"A",38.03333333,-79.73333333,"USFS","VA","Bath County"
104786,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Recreation and ceremony","",1300,3,"B",38.64166667,-78.59,"USFS","VA","Page County"
104787,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Recreation and ceremony","",2030,0.1,"A",38.45666667,-78.69,"USFS","VA","Page County"
104788,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",1800,75,"C",36.99666667,-81.05666667,"STATE OR PRIVATE","VA","Wythe County"
104789,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Debris and open burning","",1900,15,"C",38.16666667,-79.405,"STATE OR PRIVATE","VA","Augusta County"
104790,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",1500,0.1,"A",37.30666667,-80.37833333,"USFS","VA","Bland County"
112042,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Recreation and ceremony","",1000,12,"C",38.675,-78.57,"USFS","VA","Page County"
112043,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",2100,0.8,"B",38.36666667,-79.13166667,"STATE OR PRIVATE","VA","Augusta County"
112044,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",100,0.2,"A",38.90333333,-78.30166667,"STATE OR PRIVATE","VA","Warren County"
112045,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",2200,5,"B",38.11833333,-79.33833333,"USFS","VA","Augusta County"
112046,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Recreation and ceremony","",1750,7,"B",38.65666667,-78.60166667,"USFS","VA","Page County"
112047,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",1745,8,"B",38.875,-78.34,"USFS","VA","Warren County"
112048,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",1800,25,"C",38.60166667,-78.63,"USFS","VA","Shenandoah County"
112049,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Equipment and vehicle use","",2300,0.3,"B",38.13333333,-79.35,"USFS","VA","Augusta County"
112050,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Recreation and ceremony","",800,152,"D",38.735,-78.88666667,"USFS","VA","Rockingham County"
112051,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",1600,1.5,"B",37.81666667,-79.81666667,"USFS","VA","Alleghany County"
112052,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Missing data/not specified/undetermined","",1200,1.1,"B",37.45833333,-78.71166667,"USFS","VA","Botetourt County"
112053,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Smoking","",1600,0.3,"B",37.385,-79.91166667,"MISSING/NOT SPECIFIED","VA","Botetourt County"
112054,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Smoking","",1230,0.1,"A",38.65333333,-78.605,"USFS","VA","Page County"
112055,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Equipment and vehicle use","",1801,0.1,"A",38.5,-79.21,"USFS","VA","Rockingham County"
112056,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Recreation and ceremony","",1800,3,"B",38.70833333,-78.645,"USFS","VA","Page County"
112057,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",1800,0.1,"A",37.81666667,-79.81666667,"USFS","VA","Alleghany County"
112058,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Equipment and vehicle use","",1200,28,"C",37.91,-78.99833333,"STATE OR PRIVATE","VA","Augusta County"
112059,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",1200,0.1,"A",37.41,-80.13166667,"USFS","VA","Craig County"
112060,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Debris and open burning","",1800,0.1,"A",36.905,-82.465,"USFS","VA","Wise County"
112061,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Power generation/transmission/distribution","",1600,3,"B",37.58166667,-80.24333333,"USFS","VA","Craig County"
112062,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Power generation/transmission/distribution","",1600,0.1,"A",37.59166667,-80.23,"STATE OR PRIVATE","VA","Craig County"
112063,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Human","Arson/incendiarism","",1200,0.1,"A",38.91833333,-78.62333333,"USFS","VA","Warren County"
112064,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",1800,0.2,"A",36.75333333,-81.03333333,"USFS","VA","Grayson County"
112065,"FED","FS-FIRESTAT","George Washington & Jefferson National Forests","George Washington-Jefferson",2018,"November","Natural","Natural","",600,0.5,"B",36.79,-81.05,"USFS","VA","Grayson County"
